,teamID,ACC,AGI,ARM,Att,Avg,END,G,HND,INT,KAc,KDi,L,Lg,Name,OVR,PA,PBl,PF,Player,Position,RBl,S,SPE,STR,T,TCK,TD,Team,W,WPct,Yards
459,1,15,70,15,108,4.3,78,13,54,30,1,1,6,17,"Jimbo (R), D.",75,268,30,324,"Jimbo (R), D.",RB,20,16,100,48,0,20,4,BAL,7,0.5379999999999999,467
460,1,15,90,15,260,4.5,99,13,75,60,1,1,6,18,"Brown, M.",94,268,24,324,"Brown, M.",RB,20,16,100,70,0,20,13,BAL,7,0.5379999999999999,1172
461,1,94,60,90,10,10.7,65,13,15,95,1,1,6,61,"Havran (R), C.",97,268,1,324,"Havran (R), C.",QB,1,16,72,62,0,15,1,BAL,7,0.5379999999999999,107
462,2,90,52,93,17,5.6,65,13,25,95,1,1,3,20,"Bigsby, C.",95,312,1,418,"Bigsby, C.",QB,1,16,74,62,0,15,0,YKW,10,0.769,96
463,2,1,72,15,133,4.6,87,13,90,50,1,1,3,20,"Marshall, M.",56,312,30,418,"Marshall, M.",FB,20,16,90,58,0,20,7,YKW,10,0.769,614
464,2,1,65,1,2,1.5,65,13,80,60,1,1,3,2,"Pennington, B.",81,312,10,418,"Pennington, B.",WR,10,16,97,57,0,20,1,YKW,10,0.769,3
465,2,15,82,15,128,4.5,98,13,75,38,1,1,3,15,"Canton, J.",60,312,36,418,"Canton, J.",FB,24,16,100,70,0,36,4,YKW,10,0.769,580
466,3,15,60,15,88,4.0,82,13,60,50,1,1,12,18,"Carrasco, T.",71,424,20,208,"Carrasco, T.",RB,20,16,88,49,0,20,4,COL,1,0.077,349
467,3,15,60,15,12,5.2,70,13,70,44,1,1,12,11,"Grau, M.",49,424,25,208,"Grau, M.",FB,20,16,75,80,0,20,0,COL,1,0.077,62
468,3,15,79,15,317,3.9,80,13,80,50,1,1,12,18,"Taffy, T.",85,424,25,208,"Taffy, T.",RB,20,16,90,70,0,1,5,COL,1,0.077,1221
469,3,85,59,85,16,1.7,60,13,15,84,1,1,12,10,"McDummy (R), W.",86,424,1,208,"McDummy (R), W.",QB,1,16,54,48,0,15,0,COL,1,0.077,27
470,4,95,80,95,22,4.5,92,13,35,95,1,1,6,22,"Reese, A.",100,273,1,297,"Reese, A.",QB,1,16,75,70,0,15,2,AZ,7,0.5379999999999999,98
471,4,15,80,15,213,4.4,80,13,74,63,1,1,6,16,"Shady, S.",90,273,20,297,"Shady, S.",RB,20,16,100,70,0,20,5,AZ,7,0.5379999999999999,932
472,4,1,70,1,8,0.6,73,13,58,50,1,1,6,2,"Mughes, H.",80,273,1,297,"Mughes, H.",CB,1,16,100,60,0,45,0,AZ,7,0.5379999999999999,5
473,4,15,60,15,34,4.8,70,13,83,53,1,1,6,16,"Zephyrous, S.",69,273,31,297,"Zephyrous, S.",FB,50,16,88,80,0,20,1,AZ,7,0.5379999999999999,164
474,4,15,65,15,137,4.2,80,13,80,55,1,1,6,18,"Murphy, J.",48,273,25,297,"Murphy, J.",FB,20,16,90,40,0,20,4,AZ,7,0.5379999999999999,582
475,5,1,52,1,8,3.6,70,13,80,54,1,1,3,10,"Pitcher, A.",56,244,30,417,"Pitcher, A.",FB,30,16,85,57,0,25,0,OCO,10,0.769,29
476,5,95,72,95,12,2.5,80,13,25,95,1,1,3,12,"Showbiz, G.",100,244,1,417,"Showbiz, G.",QB,1,16,75,57,0,15,1,OCO,10,0.769,30
477,5,15,70,15,224,4.2,80,13,57,45,1,1,3,14,"Reed, A.",76,244,20,417,"Reed, A.",RB,20,16,100,40,0,20,11,OCO,10,0.769,935
478,6,15,81,15,68,4.9,70,13,75,50,1,1,6,28,"Bigby (R), L.",83,311,20,337,"Bigby (R), L.",RB,20,16,91,60,0,20,1,SJS,7,0.5379999999999999,333
479,6,90,75,100,127,6.4,85,13,22,95,1,1,6,72,"Christ, J.",100,311,1,337,"Christ, J.",QB,1,16,75,60,0,15,5,SJS,7,0.5379999999999999,810
480,6,15,60,15,148,3.9,80,13,72,60,1,1,6,15,"Orosz, C.",83,311,43,337,"Orosz, C.",RB,36,16,90,85,0,20,5,SJS,7,0.5379999999999999,581
481,6,15,60,15,93,4.5,70,13,45,30,1,1,6,19,"Davenport, C.",65,311,20,337,"Davenport, C.",RB,20,16,91,40,0,20,2,SJS,7,0.5379999999999999,417
482,7,15,70,15,140,4.2,80,13,75,40,1,1,6,15,"Hank, F.",53,306,30,397,"Hank, F.",FB,20,16,90,70,0,20,3,PHI,7,0.5379999999999999,587
483,7,15,58,15,57,4.5,77,13,40,30,1,10,6,33,"Boija, F.",37,306,20,397,"Boija, F.",FB,20,16,96,50,0,20,7,PHI,7,0.5379999999999999,258
484,7,15,80,15,148,4.1,80,13,80,72,1,1,6,19,"Jones, V.",59,306,25,397,"Jones, V.",FB,25,16,95,77,0,20,2,PHI,7,0.5379999999999999,612
485,7,95,80,95,19,4.6,96,13,34,95,1,1,6,16,"Falconi, A.",100,306,1,397,"Falconi, A.",QB,1,16,75,70,0,15,0,PHI,7,0.5379999999999999,88
486,8,89,62,84,57,5.2,60,13,15,90,1,1,7,28,"Francisco, S.",92,381,1,309,"Francisco, S.",QB,1,16,75,60,0,15,3,NO,6,0.462,294
487,8,20,77,15,213,4.6,81,13,75,30,1,1,7,18,"Swift, T.",48,381,20,309,"Swift, T.",FB,20,16,100,70,0,20,9,NO,6,0.462,976
488,8,15,65,15,261,4.2,86,13,75,31,1,1,7,20,"Gump (R), F.",83,381,20,309,"Gump (R), F.",RB,20,16,100,70,0,20,8,NO,6,0.462,1097
489,9,15,80,15,347,4.2,79,13,58,35,1,1,3,17,"Torenson (R), S.",82,257,25,307,"Torenson (R), S.",RB,25,16,95,70,0,20,9,CHI,10,0.769,1458
490,9,15,79,15,119,4.5,80,13,40,30,1,1,3,22,"Danielsson, A.",73,257,20,307,"Danielsson, A.",RB,20,16,100,40,0,20,2,CHI,10,0.769,531
491,9,90,70,90,21,4.7,80,13,15,83,1,1,3,27,"Jenkins (R), R.",93,257,1,307,"Jenkins (R), R.",QB,1,16,72,61,0,15,0,CHI,10,0.769,98
492,10,15,75,15,112,4.1,70,13,77,50,1,1,13,17,"Mendonca (R), M.",49,424,25,186,"Mendonca (R), M.",FB,20,16,90,50,0,20,3,AUS,0,0.0,454
493,10,82,1,81,15,1.1,60,13,15,86,1,1,13,6,"Cole (R), E.",79,424,1,186,"Cole (R), E.",QB,1,16,60,60,0,15,0,AUS,0,0.0,16
494,10,1,78,1,305,4.1,99,13,56,70,1,1,13,20,"Wizardry, D.",97,424,1,186,"Wizardry, D.",DT,1,16,80,89,0,90,9,AUS,0,0.0,1259
495,10,1,70,1,1,1.0,80,13,90,40,1,1,13,1,"Hardwick, S.",85,424,10,186,"Hardwick, S.",WR,10,16,98,65,0,20,0,AUS,0,0.0,1
496,1,15,80,15,37,4.7,80,13,81,72,1,1,5,12,"Jones, V.",93,305,25,343,"Jones, V.",RB,50,17,95,80,0,20,1,BAL,8,0.615,173
497,1,95,70,95,18,2.8,72,13,23,95,1,1,5,17,"Havran, C.",100,305,1,343,"Havran, C.",QB,1,17,75,70,0,15,1,BAL,8,0.615,50
498,1,15,70,15,243,4.9,87,13,65,30,1,1,5,15,"Jimbo, D.",80,305,30,343,"Jimbo, D.",RB,20,17,100,61,0,20,2,BAL,8,0.615,1181
499,1,1,85,1,6,1.3,75,13,50,50,1,1,5,2,"Pancakes, P.",80,305,73,343,"Pancakes, P.",G,72,17,85,90,0,35,0,BAL,8,0.615,8
500,1,1,82,1,7,0.7,80,13,20,70,1,1,5,4,"Jeremy, R.",92,305,83,343,"Jeremy, R.",T,83,17,74,100,0,35,0,BAL,8,0.615,5
501,2,1,92,1,3,1.7,94,13,90,80,1,1,5,3,"Swift, N.",95,267,10,361,"Swift, N.",WR,10,17,95,70,0,20,0,YKW,8,0.615,5
502,2,90,70,100,15,7.5,70,13,35,95,1,1,5,21,"Bigsby, C.",100,267,1,361,"Bigsby, C.",QB,1,17,75,70,0,15,0,YKW,8,0.615,113
503,2,15,73,15,199,4.2,97,13,90,50,1,1,5,13,"Marshall, M.",57,267,30,361,"Marshall, M.",FB,20,17,90,62,0,20,9,YKW,8,0.615,834
504,2,15,92,15,71,3.9,99,13,75,38,1,1,5,13,"Canton, J.",61,267,36,361,"Canton, J.",FB,26,17,100,70,0,44,0,YKW,8,0.615,276
505,3,15,60,15,59,4.5,82,13,60,50,1,1,8,13,"Carrasco, T.",71,364,20,230,"Carrasco, T.",RB,20,17,88,49,0,20,6,COL,5,0.385,263
506,3,1,51,1,8,0.8,71,13,81,50,1,1,8,2,"Crindy, B.",76,364,30,230,"Crindy, B.",TE,30,17,80,60,0,25,0,COL,5,0.385,6
507,3,90,63,90,17,1.5,60,13,15,90,1,1,8,9,"McDummy, W.",92,364,1,230,"McDummy, W.",QB,1,17,54,53,0,15,0,COL,5,0.385,26
508,3,15,83,15,292,4.0,80,13,81,60,1,1,8,18,"Taffy, T.",88,364,25,230,"Taffy, T.",RB,20,17,90,70,0,20,7,COL,5,0.385,1154
509,4,15,80,15,222,4.7,80,13,74,63,1,1,4,18,"Shady, S.",90,268,20,394,"Shady, S.",RB,20,17,100,70,0,20,10,AZ,9,0.6920000000000001,1047
510,4,95,80,95,19,6.7,100,13,35,95,1,1,4,35,"Reese, A.",100,268,1,394,"Reese, A.",QB,25,17,75,70,0,35,1,AZ,9,0.6920000000000001,128
511,4,15,65,15,39,3.4,82,13,80,54,1,1,4,12,"Murphy, J.",48,268,25,394,"Murphy, J.",FB,20,17,90,40,0,20,3,AZ,9,0.6920000000000001,131
512,4,15,60,15,17,5.3,70,13,70,50,1,1,4,14,"Zephyrous, S.",79,268,31,394,"Zephyrous, S.",RB,50,17,86,80,0,20,1,AZ,9,0.6920000000000001,90
513,5,1,80,1,8,3.5,90,13,80,80,1,1,6,6,"Blaze, J.",60,275,25,361,"Blaze, J.",FB,25,17,90,84,0,25,0,OCO,7,0.5379999999999999,28
514,5,1,52,1,7,5.1,70,13,80,54,1,1,6,11,"Pitcher, A.",56,275,30,361,"Pitcher, A.",FB,30,17,85,57,0,25,2,OCO,7,0.5379999999999999,36
515,5,15,55,15,123,4.3,75,13,40,30,1,1,6,16,"Trevor, C.",63,275,20,361,"Trevor, C.",RB,20,17,92,40,0,20,4,OCO,7,0.5379999999999999,523
516,5,91,55,90,7,0.9,70,13,15,92,1,1,6,4,"Armstrong (R), F.",95,275,1,361,"Armstrong (R), F.",QB,1,17,79,64,0,15,1,OCO,7,0.5379999999999999,6
517,5,15,72,15,283,4.4,89,13,64,45,1,1,6,25,"Reed, A.",78,275,20,361,"Reed, A.",RB,20,17,100,40,0,20,11,OCO,7,0.5379999999999999,1246
518,6,15,58,15,32,5.0,77,13,40,30,1,10,7,21,"Boija, F.",67,332,20,280,"Boija, F.",RB,20,17,96,50,0,20,2,SJS,6,0.462,159
519,6,15,81,15,124,4.0,70,13,75,50,1,1,7,19,"Bigby, L.",84,332,20,280,"Bigby, L.",RB,20,17,93,60,0,20,4,SJS,6,0.462,501
520,6,90,70,99,98,3.4,81,13,16,93,1,1,7,17,"Christ, J.",99,332,1,280,"Christ, J.",QB,1,17,70,60,0,15,2,SJS,6,0.462,338
521,6,15,55,15,77,4.4,80,13,55,60,1,1,7,16,"Orosz, C.",77,332,43,280,"Orosz, C.",RB,25,17,88,83,0,20,0,SJS,6,0.462,341
522,7,15,70,15,102,4.2,86,13,80,40,1,1,8,12,"Hank, F.",82,388,30,298,"Hank, F.",RB,20,17,90,70,0,20,3,PHI,5,0.385,426
523,7,15,88,15,215,4.2,92,13,75,30,1,1,8,17,"Brown, M.",90,388,24,298,"Brown, M.",RB,20,17,100,70,0,20,5,PHI,5,0.385,897
524,7,95,72,95,13,4.8,90,13,15,95,1,1,8,21,"Falconi, A.",100,388,1,298,"Falconi, A.",QB,1,17,67,52,0,15,1,PHI,5,0.385,63
525,8,15,77,15,145,4.4,81,13,75,30,1,1,9,15,"Swift, T.",48,367,20,313,"Swift, T.",FB,20,17,100,70,0,20,9,NO,4,0.308,636
526,8,15,65,15,270,4.0,100,13,75,31,1,1,9,19,"Gump, F.",84,367,30,313,"Gump, F.",RB,26,17,100,70,0,20,10,NO,4,0.308,1082
527,8,95,50,90,19,3.3,60,13,15,91,1,1,9,20,"Francisco, S.",95,367,1,313,"Francisco, S.",QB,1,17,75,60,0,15,0,NO,4,0.308,63
528,9,15,90,15,334,4.4,81,13,62,35,1,1,5,21,"Torenson (R), S.",88,268,25,336,"Torenson (R), S.",RB,25,17,95,80,0,20,10,CHI,8,0.615,1478
529,9,15,79,15,194,4.5,80,13,40,30,1,1,5,16,"Danielsson, A.",73,268,20,336,"Danielsson, A.",RB,20,17,100,40,0,20,8,CHI,8,0.615,868
530,9,90,70,90,20,4.2,80,13,15,93,1,1,5,15,"Jenkins, R.",97,268,1,336,"Jenkins, R.",QB,1,17,75,61,0,15,0,CHI,8,0.615,84
531,9,1,70,1,3,1.3,77,13,80,70,1,1,5,3,"Harp, D.",90,268,34,336,"Harp, D.",TE,40,17,85,80,0,25,0,CHI,8,0.615,4
532,10,87,55,86,25,4.6,60,13,15,90,1,1,8,24,"Cole, E.",90,343,1,261,"Cole, E.",QB,1,17,64,64,0,15,0,AUS,5,0.385,115
533,10,15,75,15,185,4.0,75,13,85,54,1,1,8,14,"Owens, A.",82,343,25,261,"Owens, A.",RB,20,17,90,54,0,20,4,AUS,5,0.385,749
534,10,15,80,15,187,4.2,77,13,85,50,1,1,8,13,"Mendonca, M.",54,343,25,261,"Mendonca, M.",FB,20,17,90,70,0,20,5,AUS,5,0.385,790
535,1,15,55,15,71,4.0,75,13,40,30,1,1,7,12,"Trevor, C.",63,346,20,366,"Trevor, C.",RB,20,18,92,40,0,20,5,BAL,6,0.462,283
536,1,95,80,95,37,5.5,85,13,23,95,1,1,7,76,"Havran, C.",100,346,1,366,"Havran, C.",QB,1,18,75,70,0,23,2,BAL,6,0.462,202
537,1,15,81,15,138,4.2,70,13,75,50,1,1,7,23,"Bigby, L.",86,346,20,366,"Bigby, L.",RB,20,18,99,60,0,20,6,BAL,6,0.462,585
538,2,15,73,15,221,4.0,97,13,90,50,1,1,2,16,"Marshall, M.",85,239,30,393,"Marshall, M.",RB,20,18,90,62,0,20,14,YKW,11,0.846,893
539,2,90,80,100,9,6.8,82,13,35,95,1,1,2,26,"Bigsby, C.",100,239,1,393,"Bigsby, C.",QB,1,18,75,70,0,15,0,YKW,11,0.846,61
540,2,15,84,15,58,3.3,85,13,75,38,1,1,2,22,"Canton, J.",49,239,20,393,"Canton, J.",FB,20,18,100,69,0,20,1,YKW,11,0.846,194
541,3,15,83,15,205,4.4,80,13,81,60,1,1,8,19,"Taffy, T.",88,339,25,271,"Taffy, T.",RB,20,18,90,70,0,20,3,COL,5,0.385,897
542,3,1,55,1,9,1.1,70,13,50,60,1,1,8,3,"Damian-Luna, B.",79,339,72,271,"Damian-Luna, B.",C,72,18,85,85,0,35,0,COL,5,0.385,10
543,3,15,70,15,175,4.1,70,13,56,53,1,1,8,25,"Vincent (R), M.",78,339,36,271,"Vincent (R), M.",RB,25,18,85,80,0,20,2,COL,5,0.385,713
544,3,94,60,90,38,2.7,60,13,15,94,1,1,8,21,"McDummy, W.",96,339,1,271,"McDummy, W.",QB,1,18,70,55,0,15,1,COL,5,0.385,101
545,4,15,77,15,19,4.6,70,12,53,53,1,1,4,13,"Quick (R), J.",72,291,25,355,"Quick (R), J.",RB,25,18,81,50,0,20,0,AZ,9,0.6920000000000001,87
546,4,15,70,15,220,4.5,80,13,74,51,1,1,4,21,"Shady, S.",81,291,20,355,"Shady, S.",RB,20,18,100,49,0,20,7,AZ,9,0.6920000000000001,997
547,4,95,80,95,55,5.1,94,13,35,95,1,1,4,28,"Reese, A.",100,291,1,355,"Reese, A.",QB,1,18,75,70,0,15,1,AZ,9,0.6920000000000001,283
548,5,95,60,90,127,5.9,70,13,35,95,1,1,3,44,"Armstrong, F.",98,233,1,363,"Armstrong, F.",QB,1,18,79,68,0,15,9,OCO,10,0.769,754
549,5,15,72,15,171,4.4,93,13,75,45,1,1,3,15,"Reed, A.",80,233,20,363,"Reed, A.",RB,20,18,100,40,0,20,5,OCO,10,0.769,748
550,5,15,72,15,132,3.7,72,13,41,30,1,1,3,13,"Allan (R), C.",67,233,20,363,"Allan (R), C.",RB,20,18,90,40,0,20,4,OCO,10,0.769,485
551,6,15,55,15,91,4.3,70,13,55,50,1,1,9,17,"Orosz, C.",58,338,41,184,"Orosz, C.",FB,25,18,88,81,0,20,1,SJS,4,0.308,388
552,6,82,78,90,76,4.1,80,13,35,81,1,1,9,24,"Wright, D.",91,338,25,184,"Wright, D.",QB,25,18,75,70,0,35,3,SJS,4,0.308,308
553,6,1,74,1,3,1.0,75,13,80,57,1,1,9,2,"Batoff, R.",78,338,20,184,"Batoff, R.",WR,20,18,90,35,0,20,0,SJS,4,0.308,3
554,6,15,58,15,47,4.6,77,13,40,30,1,10,9,16,"Boija, F.",68,338,20,184,"Boija, F.",RB,20,18,97,50,0,20,1,SJS,4,0.308,216
555,6,1,60,1,7,0.7,74,13,50,55,1,1,9,2,"Bot, B.",80,338,70,184,"Bot, B.",G,70,18,85,100,0,35,0,SJS,4,0.308,5
556,6,15,70,15,218,4.1,81,13,53,42,1,1,9,19,"Toriki (R), M.",75,338,20,184,"Toriki (R), M.",RB,20,18,96,53,0,20,4,SJS,4,0.308,889
557,7,93,70,91,10,2.1,80,13,15,94,1,1,9,8,"Falconi, A.",98,317,1,286,"Falconi, A.",QB,1,18,71,56,0,15,0,PHI,4,0.308,21
558,7,15,55,15,11,3.7,70,13,70,50,1,1,9,11,"Zephyrous, S.",74,317,25,286,"Zephyrous, S.",RB,50,18,80,80,0,20,1,PHI,4,0.308,41
559,7,15,90,15,302,4.2,89,13,70,50,1,1,9,17,"Torenson, S.",91,317,25,286,"Torenson, S.",RB,25,18,95,80,0,20,8,PHI,4,0.308,1270
560,8,15,78,15,341,4.0,100,13,75,70,1,1,8,19,"Gump, F.",92,327,40,285,"Gump, F.",RB,39,18,100,70,0,20,11,NO,5,0.385,1380
561,8,95,50,95,23,5.7,58,13,15,95,1,1,8,25,"Francisco, S.",98,327,1,285,"Francisco, S.",QB,1,18,75,60,0,15,3,NO,5,0.385,132
562,8,1,45,1,4,0.5,66,13,67,55,1,1,8,1,"Kwemen, K.",66,327,37,285,"Kwemen, K.",TE,41,18,69,56,0,30,0,NO,5,0.385,2
563,9,90,70,97,25,5.4,80,13,15,95,1,1,8,28,"Jenkins, R.",99,350,1,300,"Jenkins, R.",QB,1,18,75,61,0,15,1,CHI,5,0.385,134
564,9,15,81,15,102,3.8,80,13,40,30,1,1,8,12,"Danielsson, A.",76,350,20,300,"Danielsson, A.",RB,20,18,100,50,0,20,5,CHI,5,0.385,386
565,9,15,80,15,196,4.2,83,13,69,30,1,1,8,17,"Brown, M.",86,350,20,300,"Brown, M.",RB,20,18,100,70,0,20,4,CHI,5,0.385,825
566,9,15,65,15,21,4.5,70,13,54,30,1,1,8,12,"Utler (R), J.",69,350,20,300,"Utler (R), J.",RB,20,18,87,55,0,20,0,CHI,5,0.385,94
567,10,90,55,90,22,2.7,63,13,15,94,1,1,7,14,"Cole, E.",94,390,1,367,"Cole, E.",QB,1,18,70,70,0,15,0,AUS,6,0.462,59
568,10,15,76,15,177,3.5,80,13,90,70,1,1,7,14,"Owens, A.",89,390,25,367,"Owens, A.",RB,20,18,90,70,0,20,7,AUS,6,0.462,623
569,10,15,88,15,159,4.1,80,13,90,50,1,1,7,22,"Mendonca, M.",55,390,25,367,"Mendonca, M.",FB,20,18,90,70,0,20,4,AUS,6,0.462,645
570,1,15,81,15,289,4.3,80,13,75,50,1,1,5,20,"Bigby, L.",87,266,20,371,"Bigby, L.",RB,20,19,100,60,0,20,9,BAL,8,0.615,1237
571,1,1,85,1,4,1.8,75,13,50,50,1,1,5,3,"Pancakes, P.",80,266,73,371,"Pancakes, P.",G,72,19,85,90,0,35,0,BAL,8,0.615,7
572,1,95,80,95,30,3.2,97,13,35,95,1,1,5,12,"Havran, C.",100,266,1,371,"Havran, C.",QB,1,19,75,70,0,23,0,BAL,8,0.615,96
573,1,15,55,15,67,3.9,75,13,40,30,1,1,5,11,"Trevor, C.",63,266,20,371,"Trevor, C.",RB,20,19,92,40,0,20,2,BAL,8,0.615,259
574,2,90,80,100,16,4.8,91,13,35,95,1,1,4,18,"Bigsby, C.",100,331,1,383,"Bigsby, C.",QB,1,19,75,70,0,15,1,YKW,9,0.6920000000000001,76
575,2,15,69,15,201,4.0,76,13,75,50,1,1,4,17,"Hanyadi (R), M.",85,331,20,383,"Hanyadi (R), M.",RB,20,19,100,70,0,20,10,YKW,9,0.6920000000000001,797
576,2,15,70,15,151,4.6,70,13,75,50,1,1,4,21,"Drake (R), O.",84,331,34,383,"Drake (R), O.",RB,25,19,90,80,0,20,4,YKW,9,0.6920000000000001,690
577,3,15,70,15,126,4.1,70,13,69,53,1,1,5,16,"Vincent, M.",83,275,36,326,"Vincent, M.",RB,25,19,90,81,0,20,5,COL,8,0.615,521
578,3,15,85,15,264,3.8,82,13,90,80,1,1,5,14,"Owens, A.",92,275,25,326,"Owens, A.",RB,20,19,90,70,0,20,9,COL,8,0.615,1004
579,3,95,68,92,65,5.4,70,13,30,95,1,1,5,28,"McDummy, W.",99,275,1,326,"McDummy, W.",QB,1,19,75,70,0,15,2,COL,8,0.615,354
580,4,95,73,95,17,3.7,90,13,15,95,1,1,8,12,"Reese, A.",100,355,1,338,"Reese, A.",QB,1,19,70,50,0,15,0,AZ,5,0.385,63
581,4,15,72,15,40,5.5,72,13,41,30,1,1,8,15,"Allan, C.",67,355,20,338,"Allan, C.",RB,20,19,90,40,0,20,2,AZ,5,0.385,219
582,4,1,80,1,1,4.0,85,13,85,80,1,1,8,4,"Irving, J.",99,355,35,338,"Irving, J.",TE,67,19,85,90,0,30,0,AZ,5,0.385,4
583,4,1,45,1,2,0.5,66,13,67,55,1,1,8,1,"Kwemen, K.",66,355,37,338,"Kwemen, K.",TE,41,19,69,56,0,30,0,AZ,5,0.385,1
584,4,15,70,15,260,4.3,80,13,75,30,1,1,8,14,"Ruff (R), R.",48,355,20,338,"Ruff (R), R.",FB,20,19,96,70,0,20,8,AZ,5,0.385,1109
585,5,95,80,90,114,5.3,80,13,35,95,1,1,4,61,"Armstrong, F.",100,243,1,357,"Armstrong, F.",QB,1,19,79,80,0,15,3,OCO,9,0.6920000000000001,601
586,5,15,70,15,89,4.0,70,13,55,51,1,1,4,11,"Shady, S.",77,243,20,357,"Shady, S.",RB,20,19,99,49,0,20,2,OCO,9,0.6920000000000001,353
587,5,15,72,15,235,4.2,99,13,75,50,1,1,4,25,"Reed, A.",81,243,20,357,"Reed, A.",RB,20,19,100,40,0,20,8,OCO,9,0.6920000000000001,992
588,6,1,60,1,7,1.4,74,13,50,55,1,1,9,3,"Bot, B.",80,406,70,187,"Bot, B.",G,70,19,85,100,0,35,1,SJS,4,0.308,10
589,6,15,65,15,269,4.3,77,13,53,30,1,1,9,15,"Tyerucker (R), Q.",72,406,20,187,"Tyerucker (R), Q.",RB,20,19,94,55,0,20,5,SJS,4,0.308,1167
590,6,15,55,15,19,3.5,70,13,55,42,1,1,9,9,"Orosz, C.",71,406,41,187,"Orosz, C.",RB,25,19,85,73,0,20,0,SJS,4,0.308,67
591,6,90,80,95,74,7.2,80,13,35,81,1,1,9,89,"Wright, D.",96,406,25,187,"Wright, D.",QB,25,19,75,70,0,35,1,SJS,4,0.308,531
592,6,15,58,15,10,6.1,70,13,40,30,1,10,9,11,"Boija, F.",67,406,20,187,"Boija, F.",RB,20,19,96,50,0,20,0,SJS,4,0.308,61
593,7,90,60,90,14,3.4,70,13,15,90,1,1,7,11,"Falconi, A.",92,278,1,280,"Falconi, A.",QB,1,19,60,47,0,15,0,PHI,6,0.462,48
594,7,15,70,15,18,2.6,76,13,82,50,1,1,7,8,"Dotson (R), F.",72,278,47,280,"Dotson (R), F.",FB,40,19,90,70,0,20,1,PHI,6,0.462,46
595,7,15,55,15,2,4.0,70,13,70,50,1,1,7,7,"Zephyrous, S.",60,278,25,280,"Zephyrous, S.",FB,50,19,75,71,0,20,0,PHI,6,0.462,8
596,7,15,90,15,284,4.0,100,13,76,50,1,1,7,21,"Torenson, S.",93,278,25,280,"Torenson, S.",RB,25,19,95,80,0,28,11,PHI,6,0.462,1146
597,7,15,72,15,90,3.9,97,13,80,40,1,1,7,12,"Hank, F.",55,278,30,280,"Hank, F.",FB,20,19,90,70,0,20,0,PHI,6,0.462,349
598,8,95,50,95,14,4.5,88,13,15,95,1,1,5,18,"Francisco, S.",99,271,1,341,"Francisco, S.",QB,1,19,75,60,0,15,1,NO,8,0.615,63
599,8,15,70,15,240,4.6,83,13,75,42,1,1,5,14,"Toriki, M.",85,271,20,341,"Toriki, M.",RB,20,19,100,68,0,20,7,NO,8,0.615,1093
600,8,15,92,15,269,4.5,100,13,75,75,1,1,5,23,"Gump, F.",97,271,40,341,"Gump, F.",RB,40,19,100,70,0,20,8,NO,8,0.615,1204
601,9,15,65,15,9,3.8,70,13,54,30,1,1,10,9,"Utler (R), J.",69,392,20,223,"Utler (R), J.",RB,20,19,87,55,0,20,0,CHI,3,0.231,34
602,9,15,75,15,263,4.0,73,13,40,30,1,1,10,18,"Danielsson, A.",73,392,20,223,"Danielsson, A.",RB,20,19,99,50,0,20,10,CHI,3,0.231,1040
603,9,90,80,99,5,11.8,88,13,15,95,1,1,10,28,"Jenkins, R.",100,392,1,223,"Jenkins, R.",QB,1,19,75,61,0,15,0,CHI,3,0.231,59
604,10,95,55,95,11,3.6,63,13,15,95,1,1,8,12,"Cole, E.",98,288,1,299,"Cole, E.",QB,1,19,73,70,0,15,1,AUS,5,0.385,40
605,10,15,90,15,312,3.9,90,13,75,67,1,1,8,19,"Mendonca, M.",94,288,20,299,"Mendonca, M.",RB,20,19,100,70,0,20,11,AUS,5,0.385,1208
606,10,1,70,1,5,1.2,60,13,20,70,1,1,8,2,"Blockit, I.",86,288,84,299,"Blockit, I.",T,83,19,70,80,0,35,0,AUS,5,0.385,6
607,1,15,70,15,142,4.0,72,13,78,35,1,1,7,18,"Williams (R), D.",83,317,25,306,"Williams (R), D.",RB,25,20,95,70,0,20,4,BAL,6,0.462,562
608,1,95,80,95,57,2.6,100,13,35,95,25,25,7,15,"Havran, C.",100,317,25,306,"Havran, C.",QB,25,20,75,70,0,35,2,BAL,6,0.462,147
609,1,15,77,15,209,3.9,100,13,75,60,1,1,7,16,"Reed, A.",90,317,20,306,"Reed, A.",RB,20,20,100,70,0,20,6,BAL,6,0.462,824
610,2,15,69,15,255,4.3,85,13,75,60,1,1,4,26,"Hanyadi, M.",87,294,20,351,"Hanyadi, M.",RB,20,20,100,70,0,20,11,YKW,9,0.6920000000000001,1100
611,2,15,78,15,192,4.1,70,13,75,50,1,1,4,12,"Drake, O.",86,294,39,351,"Drake, O.",RB,25,20,90,80,0,20,10,YKW,9,0.6920000000000001,780
612,2,90,80,100,21,5.8,100,13,35,95,1,1,4,15,"Bigsby, C.",100,294,1,351,"Bigsby, C.",QB,1,20,75,70,0,15,0,YKW,9,0.6920000000000001,122
613,3,15,94,15,226,4.0,85,13,90,80,1,1,6,12,"Owens, A.",58,280,25,309,"Owens, A.",FB,20,20,90,70,0,20,7,COL,7,0.5379999999999999,913
614,3,95,80,95,58,7.6,80,13,35,95,1,1,6,80,"McDummy, W.",100,280,1,309,"McDummy, W.",QB,1,20,75,70,0,15,4,COL,7,0.5379999999999999,443
